t,l_hip_yaw_q,l_hip_yaw_dq,l_hip_yaw_tau,l_hip_roll_q,l_hip_roll_dq,l_hip_roll_tau,l_hip_pitch_q,l_hip_pitch_dq,l_hip_pitch_tau,l_knee_q,l_knee_dq,l_knee_tau,l_ankle_pitch_q,l_ankle_pitch_dq,l_ankle_pitch_tau,l_ankle_roll_q,l_ankle_roll_dq,l_ankle_roll_tau,r_hip_yaw_q,r_hip_yaw_dq,r_hip_yaw_tau,r_hip_roll_q,r_hip_roll_dq,r_hip_roll_tau,r_hip_pitch_q,r_hip_pitch_dq,r_hip_pitch_tau,r_knee_q,r_knee_dq,r_knee_tau,r_ankle_pitch_q,r_ankle_pitch_dq,r_ankle_pitch_tau,r_ankle_roll_q,r_ankle_roll_dq,r_ankle_roll_tau,l_ankle_motorA_tau,l_ankle_motorB_tau,l_ankle_motorA_w,l_ankle_motorB_w,com_ref_x,com_ref_y,zmp_ref_x,zmp_ref_y,contact_l,contact_r
0.1,-0,0,-0.014237,-0.000709305,-0.0142347,0.293866,-0.63038,0.0129923,-0.674183,1.14441,0.00254847,-15.2529,-0.514034,-0.0155408,-0.522561,0.000709305,0.0142347,-0.0261081,-0,0,-0.0058598,-0.000709305,-0.0142347,-0.851125,-0.63038,0.0129923,-0.561752,1.14441,0.00254847,-16.468,-0.514034,-0.0155408,-0.533726,0.000709305,0.0142347,-0.0261081,-0.279712,-0.242849,-0.00542123,-0.0256661,0.000247312,0.000281202,0,0,True,True
0.105,-0,0,-0.0141,-0.000782095,-0.0148785,0.30025,-0.630313,0.0136767,-0.670973,1.14443,0.00267548,-15.26,-0.514114,-0.0163522,-0.513599,0.000782095,0.0148785,-0.0259042,-0,0,-0.00581424,-0.000782095,-0.0148785,-0.844516,-0.630313,0.0136767,-0.562288,1.14443,0.00267548,-16.4519,-0.514114,-0.0163522,-0.524662,0.000782095,0.0148785,-0.0259042,-0.275094,-0.238505,-0.00577526,-0.0269358,0.000276722,0.000310057,0,0,True,True
0.11,-0,0,-0.0139747,-0.00085809,-0.0155164,0.306565,-0.630243,0.0143539,-0.667879,1.14444,0.0028,-15.267,-0.514197,-0.0171539,-0.504923,0.00085809,0.0155164,-0.0257203,-0,0,-0.00577136,-0.00085809,-0.0155164,-0.837974,-0.630243,0.0143539,-0.562942,1.14444,0.0028,-16.4363,-0.514197,-0.0171539,-0.515893,0.00085809,0.0155164,-0.0257203,-0.270633,-0.23429,-0.00612387,-0.0281916,0.000307625,0.000340182,0,0,True,True
0.115,-0,0,-0.0138601,-0.000937259,-0.0161488,0.312822,-0.63017,0.0150246,-0.664887,1.14445,0.00292214,-15.2741,-0.514285,-0.0179468,-0.496485,0.000937259,0.0161488,-0.0255557,-0,0,-0.00573126,-0.000937259,-0.0161488,-0.83149,-0.63017,0.0150246,-0.563702,1.14445,0.00292214,-16.4211,-0.514285,-0.0179468,-0.507369,0.000937259,0.0161488,-0.0255557,-0.266305,-0.23018,-0.00646752,-0.0294346,0.000340003,0.000371565,0,0,True,True
0.12,-0,0,-0.0137556,-0.00101958,-0.016776,0.319026,-0.630093,0.0156894,-0.661986,1.14447,0.00304198,-15.281,-0.514377,-0.0187314,-0.488245,0.00101958,0.016776,-0.0254095,-0,0,-0.00569407,-0.00101958,-0.016776,-0.825057,-0.630093,0.0156894,-0.564561,1.14447,0.00304198,-16.4062,-0.514377,-0.0187314,-0.49905,0.00101958,0.016776,-0.0254095,-0.262088,-0.226156,-0.00680663,-0.0306659,0.000373841,0.000404196,0,0,True,True
0.125,-0,0,-0.0136608,-0.00110502,-0.0173986,0.325182,-0.630013,0.0163488,-0.659167,1.14449,0.00315959,-15.288,-0.514472,-0.0195084,-0.480173,0.00110502,0.0173986,-0.0252815,-0,0,-0.00565994,-0.00110502,-0.0173986,-0.818672,-0.630013,0.0163488,-0.56551,1.14449,0.00315959,-16.3916,-0.514472,-0.0195084,-0.490907,0.00110502,0.0173986,-0.0252815,-0.257969,-0.222204,-0.00714152,-0.0318862,0.000409127,0.000438064,0,0,True,True
0.13,-0,0,-0.0135754,-0.00119356,-0.018017,0.33129,-0.629929,0.0170034,-0.656426,1.1445,0.00327506,-15.2948,-0.514572,-0.0202784,-0.472247,0.00119356,0.018017,-0.0251714,-0,0,-0.00562903,-0.00119356,-0.018017,-0.812335,-0.629929,0.0170034,-0.566543,1.1445,0.00327506,-16.3773,-0.514572,-0.0202784,-0.482917,0.00119356,0.018017,-0.0251714,-0.253936,-0.218312,-0.00747252,-0.0330966,0.000445846,0.000473162,0,0,True,True
0.135,-0,0,-0.0134993,-0.00128519,-0.0186314,0.33735,-0.629843,0.0176536,-0.653759,1.14452,0.00338843,-15.3016,-0.514675,-0.021042,-0.464453,0.00128519,0.0186314,-0.0250794,-0,0,-0.00560145,-0.00128519,-0.0186314,-0.806047,-0.629843,0.0176536,-0.567656,1.14452,0.00338843,-16.3634,-0.514675,-0.021042,-0.475065,0.00128519,0.0186314,-0.0250794,-0.24998,-0.214473,-0.00779987,-0.0342979,0.000483988,0.000509481,0,0,True,True
0.14,-0,0,-0.0134324,-0.00137988,-0.0192424,0.343361,-0.629753,0.0183,-0.651163,1.14454,0.00349976,-15.3083,-0.514782,-0.0217997,-0.456781,0.00137988,0.0192424,-0.0250052,-0,0,-0.0055773,-0.00137988,-0.0192424,-0.79981,-0.629753,0.0183,-0.568845,1.14454,0.00349976,-16.3497,-0.514782,-0.0217997,-0.467342,0.00137988,0.0192424,-0.0250052,-0.246099,-0.210682,-0.00812383,-0.0354908,0.000523543,0.000547014,0,0,True,True
0.145,-0,0,-0.0133746,-0.00147761,-0.0198504,0.349322,-0.62966,0.0189429,-0.648637,1.14455,0.00360911,-15.3149,-0.514893,-0.022552,-0.449225,0.00147761,0.0198504,-0.0249491,-0,0,-0.00555666,-0.00147761,-0.0198504,-0.793623,-0.62966,0.0189429,-0.570108,1.14455,0.00360911,-16.3363,-0.514893,-0.022552,-0.459742,0.00147761,0.0198504,-0.0249491,-0.242288,-0.206936,-0.00844461,-0.0366763,0.0005645,0.000585754,0,0,True,True
0.15,-0,0,-0.0133259,-0.00157838,-0.0204557,0.355231,-0.629563,0.0195829,-0.646182,1.14457,0.00371654,-15.3214,-0.515008,-0.0232995,-0.441783,0.00157838,0.0204557,-0.0249109,-0,0,-0.00553955,-0.00157838,-0.0204557,-0.78749,-0.629563,0.0195829,-0.571444,1.14457,0.00371654,-16.3232,-0.515008,-0.0232995,-0.452264,0.00157838,0.0204557,-0.0249109,-0.238547,-0.203235,-0.00876244,-0.037855,0.000606851,0.000625695,0,0,True,True
0.155,-0,0,-0.0132864,-0.00168217,-0.0210588,0.361089,-0.629464,0.0202204,-0.643797,1.14459,0.00382209,-15.3279,-0.515126,-0.0240425,-0.434455,0.00168217,0.0210588,-0.0248908,-0,0,-0.005526,-0.00168217,-0.0210588,-0.78141,-0.629464,0.0202204,-0.572852,1.14459,0.00382209,-16.3105,-0.515126,-0.0240425,-0.444907,0.00168217,0.0210588,-0.0248908,-0.234876,-0.199579,-0.00907754,-0.0390278,0.000650589,0.000666833,0,0,True,True
