iteration,time_s,fps,collect_s,update_s,reward_per_step,value_loss,surrogate,entropy,kl,lr,std,unstable_resets
502,800.8,19248,1.03,0.25,0.01338,0.01285,-0.00796,4.25978,0.0151,5e-05,0.37855,0
503,802.1,18469,1.08,0.25,0.01905,0.00554,-0.00822,4.26128,0.01309,8e-05,0.37869,0
504,803.6,16149,1.26,0.26,0.02167,0.00503,-0.0053,4.26215,0.01282,0.00011,0.3787,0
505,805.0,18838,1.06,0.24,0.02258,0.00309,-0.00633,4.25663,0.01394,0.00017,0.37851,0
506,806.3,18381,1.08,0.26,0.02235,0.00359,-0.00475,4.24795,0.01324,0.00011,0.37837,0
507,807.7,17731,1.13,0.26,0.02275,0.0013,-0.00795,4.23286,0.01383,0.00026,0.37759,0
508,809.2,15922,1.29,0.25,0.02275,0.00128,-0.00892,4.19545,0.01381,0.00017,0.37662,0
509,810.6,18143,1.11,0.25,0.02301,0.00124,-0.00864,4.15688,0.01582,0.00026,0.37546,0
510,812.0,17043,1.13,0.31,0.02025,0.26626,-0.00841,4.13522,0.01458,8e-05,0.37553,0
511,813.5,16525,1.21,0.28,0.02013,0.04029,-0.00875,4.14882,0.01377,5e-05,0.37597,0
512,814.8,19077,1.03,0.26,0.01315,0.01823,-0.00857,4.15763,0.01258,8e-05,0.37618,0
513,816.1,18819,1.05,0.25,0.01677,0.0071,-0.00931,4.16137,0.01278,0.00011,0.37633,0
514,817.7,14938,1.14,0.5,0.02087,0.00955,-0.00773,4.16559,0.01507,8e-05,0.37654,0
515,819.1,18538,1.08,0.25,0.02223,0.00434,-0.00655,4.16644,0.01488,8e-05,0.37651,0
516,820.4,18256,1.1,0.25,0.02268,0.00275,-0.00652,4.16119,0.01415,0.00017,0.37621,0
517,821.8,18241,1.1,0.25,0.02288,0.00134,-0.00677,4.14071,0.01618,0.00017,0.37533,0
518,823.2,17675,1.12,0.28,0.02333,0.00104,-0.0106,4.09892,0.01577,0.00038,0.37384,0
519,824.8,14592,1.17,0.51,0.02359,0.00154,-0.00832,4.05385,0.01369,0.00026,0.37281,0
520,826.4,16055,1.23,0.3,0.02272,0.2816,-0.00615,4.03004,0.01458,0.00011,0.37288,0
521,827.9,15903,1.24,0.31,0.01959,0.09382,-0.01061,4.04645,0.01418,0.00011,0.37351,0
522,829.4,16219,1.25,0.26,0.01623,0.03774,-0.00775,4.06645,0.01597,5e-05,0.37403,0
523,830.9,16303,1.22,0.29,0.01349,0.01251,-0.00786,4.08097,0.01267,0.00011,0.37448,0
524,832.6,14855,1.39,0.27,0.02108,0.00311,-0.0088,4.09014,0.01383,0.00026,0.37451,0
525,834.0,17097,1.17,0.27,0.02246,0.00511,-0.00406,4.08283,0.01636,5e-05,0.37435,0
526,835.6,15820,1.22,0.33,0.02289,0.00134,-0.00765,4.07228,0.01292,0.00026,0.37354,0
527,837.0,16855,1.2,0.26,0.02337,0.00096,-0.00847,4.03445,0.01322,0.00017,0.3725,0
528,838.6,15704,1.25,0.32,0.02374,0.00121,-0.01058,3.99422,0.01309,0.00017,0.37139,0
529,840.1,16296,1.23,0.28,0.02387,0.00127,-0.0082,3.95606,0.01381,0.00017,0.37046,0
530,841.8,14787,1.39,0.28,0.02385,0.00076,-0.0108,3.91207,0.01566,0.00026,0.36883,0
531,843.2,16948,1.16,0.29,0.02038,0.19009,-0.00748,3.8797,0.02046,1e-05,0.36866,0
532,844.6,17341,1.15,0.27,0.02028,0.05506,-0.00506,3.88222,0.01411,1e-05,0.36881,0
533,846.4,14359,1.44,0.28,0.01399,0.02343,-0.00634,3.88731,0.01144,0.00011,0.36905,0
534,847.9,16132,1.25,0.28,0.01803,0.00789,-0.00677,3.89527,0.01456,3e-05,0.36922,0
535,849.4,15908,1.25,0.3,0.02236,0.00449,-0.00601,3.89772,0.01143,5e-05,0.36924,0
536,851.1,14913,1.39,0.26,0.02263,0.00406,-0.00727,3.89351,0.01256,0.00017,0.36899,0
537,852.6,15865,1.28,0.27,0.0234,0.00385,-0.0054,3.88554,0.01304,8e-05,0.36883,0
538,854.2,15517,1.28,0.31,0.02315,0.0025,-0.00685,3.8775,0.01416,0.00017,0.36855,0
539,856.1,12974,1.51,0.38,0.0238,0.00101,-0.00957,3.85157,0.01528,0.00026,0.36742,0
540,857.8,14072,1.45,0.3,0.0238,0.00091,-0.00919,3.80764,0.01425,0.00026,0.36618,0
541,859.6,13991,1.44,0.32,0.02238,0.22388,-0.00807,3.77689,0.01355,0.00011,0.36599,0
542,861.3,14911,1.32,0.33,0.02033,0.06777,-0.00998,3.78447,0.01276,5e-05,0.36626,0
543,863.1,13217,1.5,0.36,0.01721,0.03181,-0.00981,3.79363,0.01367,8e-05,0.36659,0
544,865.1,12514,1.56,0.4,0.015,0.01208,-0.0066,3.80317,0.01366,5e-05,0.36678,0
545,867.0,12723,1.49,0.44,0.01921,0.00482,-0.00744,3.80731,0.01203,0.00017,0.36694,0
546,869.2,11177,1.57,0.63,0.02313,0.00318,-0.00342,3.80924,0.01454,5e-05,0.3669,0
547,871.2,12314,1.59,0.41,0.02406,0.00158,-0.00838,3.79707,0.01308,0.00017,0.36631,0
548,873.2,12454,1.57,0.41,0.02341,0.00127,-0.0068,3.76995,0.01546,5e-05,0.36569,0
549,875.3,11827,1.69,0.39,0.0241,0.00164,-0.00562,3.75266,0.01234,8e-05,0.36521,0
550,877.2,12515,1.6,0.36,0.02414,0.00109,-0.01007,3.72431,0.01367,0.00026,0.36414,0
551,879.2,12674,1.55,0.39,0.02419,0.00084,-0.01,3.6695,0.01605,0.00038,0.36248,0
552,881.1,12382,1.63,0.35,0.02009,0.16055,-0.00884,3.63562,0.01739,0.00017,0.36252,0
553,882.9,13814,1.43,0.35,0.02103,0.06168,-0.00676,3.64989,0.01834,2e-05,0.36286,0
554,884.7,13552,1.47,0.35,0.01532,0.01844,-0.00723,3.65469,0.01099,0.00011,0.36297,0
555,886.7,12840,1.55,0.37,0.01902,0.00622,-0.00543,3.65718,0.01493,3e-05,0.36302,0
556,888.6,12949,1.54,0.36,0.02313,0.00779,-0.00504,3.6561,0.01287,0.00017,0.36308,0
557,890.5,12478,1.6,0.37,0.0239,0.00428,-0.00522,3.6577,0.01335,8e-05,0.36316,0
558,892.4,13076,1.53,0.35,0.02418,0.00095,-0.0096,3.64187,0.01336,0.00026,0.36237,0
559,894.4,12440,1.61,0.37,0.02443,0.00093,-0.01069,3.59759,0.01404,0.00026,0.36114,0
560,896.3,13013,1.52,0.37,0.02444,0.00206,-0.00549,3.56224,0.01468,0.00011,0.36056,0
561,898.4,11708,1.72,0.38,0.02449,0.00389,-0.0048,3.54886,0.01457,0.00011,0.3602,0
562,900.3,12615,1.54,0.41,0.02191,0.19865,-0.00796,3.54437,0.01436,5e-05,0.36028,0
563,902.3,12443,1.58,0.4,0.02066,0.08202,-0.00967,3.5541,0.01524,8e-05,0.36075,0
564,904.3,12179,1.64,0.38,0.01546,0.0282,-0.01099,3.56794,0.01374,8e-05,0.36106,0
565,906.7,10420,1.71,0.65,0.01653,0.00953,-0.0078,3.57854,0.01434,5e-05,0.36138,0
566,908.7,11885,1.7,0.37,0.02107,0.00318,-0.00832,3.58344,0.01181,0.00017,0.36144,0
567,910.7,12447,1.6,0.37,0.02384,0.00501,-0.0064,3.5804,0.01449,8e-05,0.36148,0
568,912.7,12572,1.54,0.41,0.02399,0.0045,-0.00612,3.58173,0.01423,8e-05,0.36154,0
569,914.6,12933,1.56,0.34,0.02431,0.00216,-0.00703,3.57821,0.01153,0.00017,0.36125,0
570,916.4,13279,1.53,0.32,0.02451,0.00222,-0.00425,3.56418,0.01352,0.00017,0.36085,0
571,918.4,12176,1.69,0.33,0.02434,0.00223,-0.0081,3.54918,0.01455,0.00017,0.36057,0
572,920.3,13206,1.47,0.39,0.02422,0.17559,-0.00767,3.54325,0.01539,0.00011,0.36075,0
573,922.0,14055,1.4,0.35,0.01998,0.08408,-0.00884,3.55434,0.01366,8e-05,0.36104,0
574,923.8,13688,1.41,0.38,0.01779,0.05006,-0.01007,3.56662,0.01504,0.00011,0.36152,0
575,925.7,13174,1.52,0.34,0.01551,0.01513,-0.00799,3.58021,0.0148,5e-05,0.36183,0
576,927.5,13640,1.47,0.34,0.02085,0.00809,-0.00944,3.58525,0.012,0.00017,0.36201,0
577,929.4,12865,1.56,0.35,0.02341,0.0083,-0.00678,3.58762,0.01541,5e-05,0.36207,0
578,931.2,13691,1.42,0.38,0.02379,0.00317,-0.00637,3.58852,0.01168,0.00017,0.36205,0
579,933.3,11782,1.5,0.59,0.02327,0.00429,-0.00447,3.58175,0.01396,0.00017,0.36191,0
580,935.0,14115,1.42,0.32,0.02439,0.00155,-0.00772,3.57092,0.01529,0.00026,0.36151,0
581,936.8,13738,1.44,0.35,0.02471,0.00189,-0.00621,3.5471,0.0146,0.00026,0.36084,0
582,938.6,13897,1.44,0.33,0.02472,0.00256,-0.00626,3.52334,0.01546,0.00011,0.36036,0
583,940.5,12740,1.61,0.32,0.02114,0.20671,-0.01079,3.51826,0.01467,0.00017,0.36073,0
584,942.3,14295,1.36,0.35,0.02043,0.06945,-0.00841,3.53524,0.01453,8e-05,0.36106,0
585,944.0,14129,1.41,0.33,0.01614,0.03183,-0.00844,3.5429,0.0145,0.00017,0.36138,0
586,945.7,14013,1.4,0.35,0.01716,0.02051,-0.00849,3.55563,0.01478,0.00011,0.36182,0
587,947.8,12012,1.51,0.54,0.02148,0.00965,-0.00686,3.56689,0.01537,3e-05,0.36208,0
588,949.8,12098,1.65,0.38,0.02244,0.00404,-0.00691,3.5677,0.01259,0.00017,0.36202,0
589,951.8,12751,1.58,0.35,0.02384,0.00236,-0.00675,3.5571,0.01376,0.00017,0.36169,0
590,953.7,12656,1.58,0.37,0.02446,0.00295,-0.00773,3.54073,0.01541,0.00011,0.36122,0
591,955.6,12832,1.59,0.32,0.02452,0.00577,-0.00487,3.53084,0.01273,8e-05,0.36107,0
592,957.5,13129,1.5,0.38,0.02431,0.00419,-0.00619,3.52704,0.01302,0.00011,0.36098,0
593,959.4,13128,1.48,0.39,0.02349,0.27844,-0.00508,3.52382,0.01562,2e-05,0.36098,0
594,961.3,12733,1.55,0.38,0.02017,0.09237,-0.00889,3.53107,0.01237,0.00011,0.36147,0
595,963.3,12162,1.63,0.39,0.01648,0.03703,-0.00928,3.54976,0.01346,0.00011,0.36203,0
596,965.7,10373,1.88,0.49,0.01575,0.01637,-0.00904,3.56332,0.01552,0.00017,0.36247,0
597,968.2,9679,2.04,0.5,0.02135,0.00805,-0.00865,3.57151,0.01327,8e-05,0.36268,0
598,970.9,9328,2.13,0.51,0.02353,0.00599,-0.00617,3.57378,0.014,0.00011,0.36274,0
599,973.2,10318,1.94,0.44,0.02423,0.00232,-0.00535,3.57012,0.01592,5e-05,0.36265,0
600,976.0,8996,2.18,0.55,0.02441,0.00267,-0.00498,3.5616,0.01071,0.00017,0.36227,0
601,978.6,9440,2.07,0.54,0.02493,0.00385,-0.00575,3.54512,0.01266,0.00011,0.36191,0
602,981.2,9463,2.15,0.45,0.02502,0.00226,-0.00446,3.53403,0.01598,5e-05,0.36163,0
603,983.4,11403,1.74,0.41,0.02511,0.00358,-0.00447,3.5266,0.0113,8e-05,0.36148,0
604,985.5,11800,1.65,0.44,0.02072,0.169,-0.00909,3.5241,0.01357,0.00011,0.36166,0
605,987.4,12899,1.57,0.33,0.02102,0.0365,-0.01022,3.53626,0.0145,0.00011,0.36208,0
606,989.1,14309,1.39,0.33,0.0171,0.02787,-0.00961,3.54976,0.01558,3e-05,0.3624,0
607,990.8,14196,1.41,0.32,0.02032,0.00851,-0.00836,3.55622,0.01213,0.00017,0.36258,0
608,992.8,12340,1.69,0.3,0.02287,0.00493,-0.00595,3.55849,0.01509,8e-05,0.3626,0
609,994.5,14956,1.34,0.31,0.02422,0.00359,-0.00659,3.55595,0.01412,0.00011,0.36246,0
610,996.1,14939,1.33,0.32,0.02451,0.00219,-0.00753,3.54354,0.0153,0.00017,0.36198,0
611,997.8,14447,1.36,0.34,0.02492,0.00314,-0.00237,3.52884,0.01492,5e-05,0.36183,0
612,999.4,15179,1.32,0.3,0.0251,0.00274,-0.00556,3.52085,0.01262,0.00011,0.36154,0
613,1001.2,13950,1.43,0.33,0.02489,0.00135,-0.00774,3.49929,0.01479,0.00026,0.36056,0
614,1002.9,14386,1.38,0.33,0.0229,0.22074,-0.00724,3.47654,0.01555,0.00017,0.36061,0
615,1004.8,12598,1.53,0.42,0.02134,0.06009,-0.00937,3.49396,0.01439,8e-05,0.36106,0
616,1007.1,10851,1.82,0.45,0.01703,0.02561,-0.0072,3.5059,0.01482,5e-05,0.36153,0
617,1009.9,8655,2.41,0.43,0.01906,0.0166,-0.00914,3.51658,0.01321,0.00011,0.36176,0
618,1011.9,12335,1.65,0.34,0.0222,0.00602,-0.00743,3.52261,0.01318,0.00011,0.36195,0
619,1013.6,14640,1.37,0.31,0.02407,0.00332,-0.00611,3.52341,0.01397,0.00017,0.36195,0
620,1015.2,15271,1.31,0.3,0.02472,0.00135,-0.00719,3.51503,0.01298,0.00017,0.3615,0
621,1017.0,13990,1.48,0.28,0.02495,0.00094,-0.00963,3.48213,0.0139,0.00026,0.36021,0
622,1018.6,15607,1.28,0.3,0.02518,0.00218,-0.00649,3.44075,0.01484,0.00017,0.3594,0
623,1020.1,15655,1.28,0.29,0.02526,0.00098,-0.00649,3.41736,0.01354,0.00017,0.35855,0
624,1021.7,15685,1.26,0.31,0.02542,0.12298,-0.00704,3.39643,0.0167,0.00017,0.3585,0
625,1023.3,15552,1.27,0.31,0.02041,0.09072,-0.01005,3.41061,0.01493,0.00011,0.359,0
626,1025.1,13279,1.29,0.57,0.01947,0.0483,-0.00981,3.42579,0.01494,8e-05,0.35942,0
627,1026.8,14629,1.37,0.31,0.0175,0.01501,-0.00917,3.43739,0.01352,8e-05,0.35969,0
628,1028.5,14158,1.41,0.33,0.02113,0.01075,-0.00759,3.44289,0.01492,5e-05,0.35981,0
629,1030.3,14362,1.39,0.32,0.02382,0.00936,-0.00604,3.44643,0.01305,5e-05,0.35995,0
630,1032.2,12808,1.37,0.54,0.02469,0.003,-0.00792,3.4475,0.01275,0.00017,0.35986,0
631,1033.9,14506,1.35,0.34,0.02459,0.00325,-0.00464,3.43915,0.01515,3e-05,0.35977,0
632,1035.6,13950,1.39,0.37,0.02488,0.00149,-0.00558,3.4343,0.01258,0.00017,0.35954,0
633,1037.3,14707,1.35,0.32,0.02502,0.00837,-0.00439,3.42266,0.01451,3e-05,0.35948,0
634,1039.0,14777,1.32,0.35,0.02515,0.00183,-0.00591,3.42181,0.01098,0.00017,0.35942,0
635,1040.7,14095,1.39,0.35,0.02202,0.16172,-0.00831,3.41869,0.015,0.00017,0.35963,0
636,1042.7,12285,1.66,0.34,0.02128,0.0601,-0.00949,3.43345,0.01394,8e-05,0.36,0
637,1044.4,14285,1.4,0.32,0.01794,0.02044,-0.00983,3.44327,0.01601,1e-05,0.36021,0
638,1046.2,14256,1.41,0.32,0.01932,0.01699,-0.0067,3.44764,0.01202,3e-05,0.36032,0
639,1047.9,14271,1.38,0.35,0.02276,0.00618,-0.00667,3.44968,0.01321,0.00017,0.36033,0
640,1049.7,13211,1.56,0.3,0.02348,0.00506,-0.00326,3.44782,0.01584,3e-05,0.36024,0
641,1051.3,15414,1.31,0.28,0.02498,0.00246,-0.00725,3.44442,0.01201,0.00017,0.36007,0
642,1053.0,14770,1.37,0.29,0.02456,0.00236,-0.00619,3.43203,0.01429,8e-05,0.35985,0
643,1054.7,14749,1.36,0.31,0.02514,0.00265,-0.00643,3.41739,0.01376,0.00017,0.35937,0
644,1056.4,14051,1.44,0.31,0.02527,0.00118,-0.00651,3.39304,0.01267,0.00017,0.35861,0
645,1058.3,12768,1.59,0.34,0.0243,0.2219,-0.00873,3.3697,0.01675,8e-05,0.35847,0
646,1060.0,14667,1.37,0.31,0.02082,0.08657,-0.00734,3.37858,0.01602,2e-05,0.35877,0
647,1061.7,15056,1.35,0.28,0.01841,0.03214,-0.00742,3.38521,0.01561,1e-05,0.35892,0
648,1063.5,13537,1.25,0.56,0.01821,0.01706,-0.00729,3.38996,0.01181,0.00011,0.35911,0
649,1065.1,14952,1.31,0.33,0.02213,0.01252,-0.00735,3.39959,0.01432,5e-05,0.35933,0
650,1066.7,15287,1.32,0.29,0.02427,0.0054,-0.00808,3.40549,0.01206,0.00017,0.35962,0
651,1068.3,15615,1.29,0.29,0.02488,0.00445,-0.00552,3.41117,0.01341,0.00011,0.35976,0
652,1070.1,13527,1.29,0.52,0.02452,0.00177,-0.00551,3.40591,0.01174,0.00011,0.35937,0
653,1071.7,15571,1.27,0.31,0.02525,0.00163,-0.00849,3.3815,0.01349,0.00026,0.3584,0
654,1073.3,15259,1.34,0.27,0.02543,0.00505,0.0059,3.35314,0.01931,1e-05,0.35813,0
655,1074.8,16895,1.18,0.27,0.02554,0.00116,-0.00399,3.34914,0.00746,5e-05,0.35793,0
656,1076.3,16088,1.24,0.29,0.02104,0.19291,-0.00926,3.34204,0.01458,3e-05,0.35787,0
657,1077.9,15527,1.24,0.34,0.0201,0.04947,-0.00905,3.34991,0.01417,5e-05,0.35825,0
658,1079.5,15101,1.34,0.29,0.01681,0.02517,-0.00942,3.36324,0.0146,8e-05,0.35874,0
659,1081.1,15136,1.3,0.33,0.01936,0.00817,-0.00808,3.37465,0.01383,0.00011,0.35898,0
660,1082.7,15229,1.31,0.3,0.02329,0.00552,-0.0072,3.37733,0.01332,8e-05,0.35905,0
661,1084.5,13907,1.48,0.29,0.0246,0.00431,-0.00637,3.37713,0.014,5e-05,0.35903,0
662,1086.1,15491,1.29,0.3,0.0252,0.00196,-0.00794,3.36977,0.01215,0.00017,0.35858,0
663,1087.7,14779,1.36,0.31,0.02523,0.00397,-0.00667,3.34932,0.01559,0.00017,0.35815,0
664,1089.4,14703,1.33,0.34,0.02545,0.00451,-0.00229,3.33935,0.01475,5e-05,0.35804,0
665,1091.4,12233,1.47,0.54,0.02553,0.0063,-0.00699,3.33697,0.01253,0.00017,0.35807,0
666,1093.2,13896,1.44,0.33,0.02349,0.31161,-0.00708,3.339,0.01428,8e-05,0.3583,0
667,1094.9,14512,1.39,0.3,0.0206,0.06255,-0.01161,3.349,0.0146,8e-05,0.35866,0
668,1096.5,15716,1.28,0.29,0.01806,0.03267,-0.00851,3.35931,0.0137,8e-05,0.35893,0
669,1097.9,16640,1.19,0.29,0.01829,0.01201,-0.00624,3.36454,0.01802,1e-05,0.35903,0
670,1099.5,15374,1.27,0.33,0.02344,0.0086,-0.00596,3.36614,0.01211,3e-05,0.35908,0
671,1101.3,13974,1.24,0.52,0.02414,0.00815,-0.00519,3.36746,0.01298,3e-05,0.35913,0
672,1102.8,16073,1.25,0.28,0.02489,0.00528,-0.00436,3.36896,0.0157,1e-05,0.3592,0
673,1104.3,16313,1.24,0.27,0.02471,0.00212,-0.00527,3.36828,0.00876,8e-05,0.35911,0
674,1106.1,13858,1.25,0.53,0.02525,0.00152,-0.00732,3.35455,0.01166,0.00017,0.35843,0
675,1107.7,15743,1.24,0.32,0.02538,0.00159,-0.00691,3.32185,0.01446,0.00011,0.3576,0
676,1109.2,16530,1.2,0.29,0.02545,0.00104,-0.00698,3.29152,0.01376,0.00026,0.35659,0
677,1110.6,16625,1.17,0.31,0.02097,0.17427,-0.00962,3.26373,0.01572,5e-05,0.35648,0
678,1112.3,15159,1.34,0.28,0.02054,0.06506,-0.01122,3.27406,0.0146,3e-05,0.35702,0
679,1113.7,16797,1.2,0.27,0.01456,0.0283,-0.00986,3.28786,0.01274,5e-05,0.35739,0
680,1115.2,16624,1.2,0.28,0.01984,0.01807,-0.00942,3.29637,0.01523,3e-05,0.35759,0
681,1116.7,16343,1.22,0.29,0.02324,0.00699,-0.00822,3.30032,0.01055,0.00011,0.35766,0
682,1118.2,16315,1.22,0.29,0.02414,0.00611,-0.00673,3.30167,0.01401,0.00011,0.35775,0
683,1119.7,16579,1.19,0.29,0.02518,0.00501,-0.00435,3.30202,0.01505,0.00011,0.35779,0
684,1121.3,15095,1.35,0.28,0.02534,0.00851,-0.00577,3.2989,0.01629,2e-05,0.35775,0
685,1122.8,16743,1.19,0.28,0.0254,0.00337,-0.00688,3.29789,0.00947,0.00011,0.35769,0
686,1124.2,17353,1.15,0.27,0.02552,0.0014,-0.00524,3.28486,0.01466,0.00026,0.35703,0
687,1125.8,15386,1.32,0.28,0.02299,0.32138,-0.00773,3.26679,0.01589,0.00017,0.35703,0
688,1127.2,17363,1.15,0.27,0.02145,0.06502,-0.00929,3.28085,0.01677,8e-05,0.35749,0
689,1128.7,16978,1.15,0.3,0.01817,0.02868,-0.00894,3.29224,0.01421,0.00017,0.35796,0
690,1130.2,16173,1.23,0.29,0.01845,0.01987,-0.00725,3.3032,0.02189,1e-05,0.35821,0
691,1131.7,15774,1.28,0.28,0.0233,0.00818,-0.00632,3.30575,0.01236,2e-05,0.35829,0
692,1133.2,16374,1.22,0.29,0.02401,0.01247,-0.00649,3.30789,0.01264,0.00011,0.35847,0
693,1134.7,16965,1.18,0.27,0.02485,0.00292,-0.00661,3.30914,0.01544,0.00017,0.35837,0
694,1136.2,16760,1.21,0.26,0.0252,0.00222,-0.00667,3.29641,0.01519,0.00011,0.35799,0
695,1137.6,16753,1.19,0.28,0.02528,0.00397,-0.00587,3.28507,0.01583,0.00026,0.35777,0
696,1139.3,15094,1.33,0.3,0.02559,0.00186,-0.00632,3.27391,0.0156,0.00017,0.3574,0
697,1140.8,16152,1.24,0.28,0.02528,0.18442,-0.00681,3.26235,0.01598,8e-05,0.35745,0
698,1142.2,17030,1.16,0.29,0.02043,0.07577,-0.00915,3.27081,0.01555,2e-05,0.35769,0
699,1143.8,15148,1.33,0.29,0.02007,0.03333,-0.00791,3.27611,0.01101,0.00011,0.35788,0
700,1145.4,16202,1.23,0.28,0.01833,0.01189,-0.00944,3.28431,0.01373,8e-05,0.35811,0
701,1146.9,16039,1.23,0.31,0.02283,0.00719,-0.00666,3.28989,0.01268,8e-05,0.35821,0
702,1148.6,15030,1.37,0.26,0.02451,0.0108,-0.00705,3.29212,0.01443,8e-05,0.35838,0
703,1150.0,16761,1.18,0.29,0.02486,0.01076,-0.00674,3.29863,0.01646,2e-05,0.35858,0
704,1151.5,16753,1.19,0.28,0.02503,0.00351,-0.00528,3.30001,0.0095,0.00011,0.35854,0
705,1152.9,16937,1.18,0.27,0.02555,0.00852,-0.0034,3.29817,0.01471,0.00011,0.3586,0
706,1154.4,16844,1.18,0.28,0.0258,0.00317,-0.00614,3.30228,0.01577,0.00026,0.35863,0
707,1156.1,14763,1.18,0.48,0.02528,0.00223,-0.00449,3.29225,0.01433,0.00011,0.35829,0
708,1157.8,14576,1.29,0.39,0.0221,0.23216,-0.00956,3.28671,0.01579,3e-05,0.35845,0
709,1159.3,15496,1.3,0.29,0.02145,0.0606,-0.00933,3.29885,0.01285,8e-05,0.3589,0
710,1160.9,15690,1.26,0.31,0.01823,0.02354,-0.00804,3.31203,0.0147,3e-05,0.35917,0
711,1162.5,15507,1.23,0.35,0.02055,0.01101,-0.00662,3.31971,0.01359,3e-05,0.35941,0
712,1164.2,14399,1.37,0.34,0.02468,0.00353,-0.00663,3.32378,0.0131,0.00017,0.3594,0
713,1166.1,13241,1.52,0.34,0.02461,0.00186,-0.00729,3.31123,0.01571,0.00011,0.3589,0
714,1167.8,13884,1.46,0.31,0.02553,0.00261,-0.00645,3.2982,0.01201,0.00011,0.35862,0
715,1169.6,14239,1.39,0.33,0.02587,0.00567,-0.00464,3.29075,0.01309,0.00011,0.35855,0
716,1171.2,15045,1.32,0.32,0.02597,0.00169,-0.00657,3.28258,0.01329,0.00026,0.3582,0
717,1172.9,14514,1.39,0.31,0.02568,0.00148,-0.00639,3.26101,0.01356,0.00011,0.35771,0
718,1174.5,15565,1.32,0.26,0.02445,0.21846,-0.00939,3.24692,0.0148,8e-05,0.35763,0
719,1175.9,16965,1.16,0.28,0.02117,0.06212,-0.01111,3.25623,0.01511,0.00011,0.35808,0
720,1177.4,16581,1.21,0.27,0.01735,0.02848,-0.0115,3.27353,0.01552,0.00011,0.35856,0
721,1178.9,16403,1.22,0.28,0.01644,0.01167,-0.00895,3.28628,0.01456,5e-05,0.35878,0
722,1180.3,17060,1.18,0.26,0.02313,0.01582,-0.00673,3.29347,0.01409,0.00017,0.35916,0
723,1181.8,16579,1.22,0.26,0.02432,0.00578,-0.00448,3.30401,0.01546,3e-05,0.35937,0
724,1183.4,15946,1.24,0.3,0.02511,0.00536,-0.00651,3.30426,0.01305,0.00017,0.35931,0
725,1184.9,15624,1.24,0.33,0.02551,0.00358,-0.00557,3.29771,0.01417,0.00011,0.35907,0
726,1186.4,16122,1.25,0.27,0.02556,0.00136,-0.00598,3.28366,0.01578,0.00011,0.35848,0
727,1187.9,16520,1.23,0.26,0.02566,0.00622,-0.00481,3.27033,0.01272,0.00011,0.35836,0
728,1189.4,16492,1.21,0.28,0.02584,0.00099,-0.00919,3.25681,0.01336,0.00026,0.35749,0
729,1191.0,15729,1.28,0.28,0.02163,0.17608,-0.00847,3.22794,0.01642,5e-05,0.35725,0
730,1192.5,16747,1.18,0.29,0.0215,0.05808,-0.01031,3.23643,0.01469,2e-05,0.35757,0
731,1193.9,16778,1.21,0.26,0.0171,0.02203,-0.00811,3.24524,0.01199,0.00017,0.35775,0
732,1195.4,17019,1.19,0.26,0.02285,0.01118,-0.00841,3.25299,0.01543,8e-05,0.35789,0
733,1196.8,16804,1.18,0.28,0.02417,0.01093,-0.00678,3.25643,0.01402,8e-05,0.35795,0
734,1198.3,16432,1.21,0.28,0.02486,0.00303,-0.00743,3.25631,0.01232,0.00017,0.35774,0
735,1199.8,16229,1.24,0.27,0.02559,0.00312,-0.00641,3.24228,0.01415,8e-05,0.35744,0
736,1201.4,16237,1.24,0.28,0.02595,0.00497,-0.00566,3.23451,0.01287,8e-05,0.35728,0
737,1202.9,15762,1.23,0.33,0.02624,0.00175,-0.00635,3.22882,0.0125,0.00017,0.35691,0
738,1204.4,16193,1.22,0.3,0.02618,0.00259,-0.00698,3.20895,0.01583,0.00026,0.35621,0
739,1205.9,16478,1.21,0.29,0.02369,0.22975,-0.0085,3.19219,0.01528,0.00011,0.35621,0
740,1207.5,15524,1.29,0.29,0.02158,0.07507,-0.00754,3.2013,0.01261,5e-05,0.35648,0
741,1209.1,15129,1.31,0.31,0.0188,0.03908,-0.00767,3.20809,0.01683,1e-05,0.35663,0
742,1210.8,14416,1.4,0.3,0.01785,0.01383,-0.00662,3.21134,0.01033,8e-05,0.35672,0
743,1212.5,14984,1.35,0.29,0.02345,0.00312,-0.00751,3.21439,0.01119,0.00017,0.35684,0
744,1214.2,14620,1.39,0.29,0.02496,0.00503,-0.00402,3.21529,0.01559,3e-05,0.35695,0
745,1215.7,16049,1.28,0.25,0.02597,0.00251,-0.00634,3.21242,0.01232,0.00017,0.35666,0
746,1217.0,19034,1.04,0.25,0.02636,0.00557,-0.00407,3.20092,0.01645,8e-05,0.3565,0
747,1218.3,18599,1.07,0.25,0.02643,0.00275,-0.00632,3.19466,0.01178,0.00017,0.35616,0
748,1219.7,18181,1.09,0.26,0.02634,0.00369,-0.00316,3.18107,0.01438,5e-05,0.35598,0
749,1221.0,18700,1.06,0.26,0.02637,0.19182,-0.00791,3.18101,0.01252,0.00017,0.35631,0
750,1222.3,18809,1.04,0.26,0.02109,0.11666,-0.0084,3.19546,0.01678,2e-05,0.35656,0
751,1223.5,19474,1.01,0.25,0.02061,0.05812,-0.00954,3.20011,0.01297,5e-05,0.35674,0
752,1224.8,18989,1.04,0.25,0.01641,0.02535,-0.01077,3.20837,0.01518,2e-05,0.3571,0
